Node ID \ Network index,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
3,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
4,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1
5,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
6,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
7,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
8,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1
9,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
10,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
11,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
12,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0
13,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0
14,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
15,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
16,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
17,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
18,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
19,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
20,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
21,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
22,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
23,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
24,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
25,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
26,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
27,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
28,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
29,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
30,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
31,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
32,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
33,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
34,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1
35,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0
36,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1
37,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1
38,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1
39,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1
40,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
41,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
42,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
43,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
44,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
45,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0
46,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0
47,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
48,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
49,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
50,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
51,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1
53,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1
54,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
55,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
56,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
